1,-365.52,4.42,-563.77,44.00,54,8.85,3.19,15.28,43.64,25.41,0.33,0.85,0.37
5,109.04,2.88,-279.35,85.00,18,5.75,1.14,19.82,38.68,26.69,0.44,0.79,0.08
4,-123.11,5.32,-380.24,77.00,73,10.64,3.47,16.13,34.72,20.24,0.18,0.55,0.06
3,154.20,3.42,-565.52,79.00,27,6.84,1.44,19.06,46.26,25.44,0.44,0.52,0.35
2,201.30,5.76,-341.95,75.00,62,11.53,3.02,17.37,42.97,21.42,0.28,0.66,0.23
